"Config","Variance","Benchmarks","Missing"
"IB:HDD:12: 50:3:131072:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3:131072:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3:131072:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3: 32768:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3: 32768:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3: 32768:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3: 32768:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3:  4096:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3:  4096:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3:  4096:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3:  4096:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3: 65536:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3: 65536:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3: 65536:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12: 50:3: 65536:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3:131072:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3:131072:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3:131072:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3:131072:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3: 32768:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3: 32768:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3: 32768:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3: 32768:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3:  4096:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3:  4096:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3:  4096:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3:  4096:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3: 65536:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3: 65536:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3: 65536:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:12:  5:3: 65536:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:24:100:1: 65536:None:  0:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:HDD:24: 10:1: 65536:None:  0:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:100:1: 65536:None:  0:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:100:2: 65536:None:  0:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:100:3: 65536:None:  0:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:1:131072:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:1:131072:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:1:131072:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:1:131072:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:1: 32768:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:1: 32768:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:1: 32768:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:1: 32768:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:1:  4096:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:1:  4096:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:1:  4096:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:1:  4096:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:2: 65536:None:  0:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3:131072:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3:131072:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3:131072:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3:131072:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3: 32768:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3: 32768:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3: 32768:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3: 32768:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3:  4096:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3:  4096:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3:  4096:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3:  4096:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3: 65536:None:  0:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3: 65536:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3: 65536:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 10:3: 65536:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1:131072:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1:131072:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1:131072:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1:131072:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1: 32768:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1: 32768:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1: 32768:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1: 32768:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1:  4096:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1:  4096:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1:  4096:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1:  4096:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1: 65536:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1: 65536:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1: 65536:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:1: 65536:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3:131072:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3:131072:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3:131072:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3:131072:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3: 32768:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3: 32768:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3: 32768:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3: 32768:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3:  4096:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3:  4096:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3:  4096:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3:  4096:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3: 65536:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3: 65536:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3: 65536:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 20:3: 65536:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1:131072:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1:131072:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1:131072:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1:131072:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1: 32768:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1: 32768:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1: 32768:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1: 32768:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1:  4096:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1:  4096:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1:  4096:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1:  4096:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1: 65536:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1: 65536:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1: 65536:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:1: 65536:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3:131072:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3:131072:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3:131072:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3:131072:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3: 32768:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3: 32768:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3: 32768:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3: 32768:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3:  4096:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3:  4096:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3:  4096:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3:  4096:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3: 65536:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3: 65536:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3: 65536:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12: 50:3: 65536:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1:131072:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1:131072:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1:131072:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1:131072:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1: 32768:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1: 32768:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1: 32768:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1: 32768:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1:  4096:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1:  4096:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1:  4096:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1:  4096:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1: 65536:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1: 65536:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1: 65536:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:1: 65536:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:3:131072:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:3:131072:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:3:131072:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:3:131072:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:3: 32768:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:3: 32768:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:3: 32768:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:3: 32768:None: 64:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:3:  4096:None:128:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:3:  4096:None:256:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
"IB:SSD:12:  5:3:  4096:None: 32:Local 1",NA,1,"bayes,dfsioe_read,dfsioe_write,hivebench_agregation,hivebench_join,kmeans,pagerank,sort,wordcount"
