"","ID","Benchmark","Exe Time","Exec Conf","Running Cost $","Net","Disk","Maps","IO SFac","Rep","IO FBuf","Comp","Blk size","Cluster","Histogram","PARAVER","End time"
"489","489","kmeans","1612","20140903_143339_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z256_al-03/kmeans","0.00","ETH","HDD","10","10","1","65536","None","256","al-03","20140903_143339_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z256_al-03/kmeans","489","20140903151447"
"488","488","terasort","462","20140903_141040_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z256_al-03/terasort","0.00","ETH","HDD","10","10","1","65536","None","256","al-03","20140903_141040_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z256_al-03/terasort","488","20140903143108"
"485","485","dfsioe_write","887","20140903_124741_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-03/dfsioe_write","0.00","ETH","HDD","10","10","1","65536","None","128","al-03","20140903_124741_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-03/dfsioe_write","485","20140903140803"
"484","484","dfsioe_read","2723","20140903_124741_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-03/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","None","128","al-03","20140903_124741_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-03/dfsioe_read","484","20140903135037"
"482","482","pagerank","1449","20140903_120632_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-03/pagerank","0.00","ETH","HDD","10","10","1","65536","None","128","al-03","20140903_120632_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-03/pagerank","482","20140903124506"
"480","480","kmeans","1264","20140903_110705_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-03/kmeans","0.00","ETH","HDD","10","10","1","65536","None","128","al-03","20140903_110705_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-03/kmeans","480","20140903113958"
"479","479","terasort","452","20140903_104817_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-03/terasort","0.00","ETH","HDD","10","10","1","65536","None","128","al-03","20140903_104817_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-03/terasort","479","20140903110433"
"477","477","sort","777","20140903_095309_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/sort","0.00","ETH","HDD","10","10","1","65536","None","64","al-03","20140903_095309_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/sort","477","20140903101854"
"474","474","kmeans","1284","20140903_090238_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/kmeans","0.00","ETH","HDD","10","10","1","65536","None","64","al-03","20140903_090238_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/kmeans","474","20140903093759"
"473","473","terasort","460","20140903_083931_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/terasort","0.00","ETH","HDD","10","10","1","65536","None","64","al-03","20140903_083931_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/terasort","473","20140903085948"
"470","470","dfsioe_write","1152","20140903_071554_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/dfsioe_write","0.00","ETH","HDD","10","10","1","65536","None","32","al-03","20140903_071554_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/dfsioe_write","470","20140903083628"
"469","469","dfsioe_read","2477","20140903_071554_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","None","32","al-03","20140903_071554_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/dfsioe_read","469","20140903081426"
"467","467","pagerank","1432","20140903_063213_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/pagerank","0.00","ETH","HDD","10","10","1","65536","None","32","al-03","20140903_063213_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/pagerank","467","20140903071309"
"466","466","sort","792","20140903_060214_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/sort","0.00","ETH","HDD","10","10","1","65536","None","32","al-03","20140903_060214_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/sort","466","20140903062830"
"464","464","wordcount","1383","20140903_052133_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/wordcount","0.00","ETH","HDD","10","10","1","65536","None","32","al-03","20140903_052133_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/wordcount","464","20140903055858"
"461","461","kmeans","1326","20140903_044121_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/kmeans","0.00","ETH","HDD","10","10","1","65536","None","32","al-03","20140903_044121_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/kmeans","461","20140903051830"
"460","460","terasort","532","20140903_041634_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/terasort","0.00","ETH","HDD","10","10","1","65536","None","32","al-03","20140903_041634_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-03/terasort","460","20140903043800"
"457","457","dfsioe_write","903","20140903_025405_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/dfsioe_write","0.00","ETH","HDD","10","10","1","65536","None","64","al-03","20140903_025405_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/dfsioe_write","457","20140903041400"
"456","456","dfsioe_read","2603","20140903_025405_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","None","64","al-03","20140903_025405_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/dfsioe_read","456","20140903035612"
"454","454","pagerank","1478","20140903_020929_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/pagerank","0.00","ETH","HDD","10","10","1","65536","None","64","al-03","20140903_020929_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/pagerank","454","20140903025113"
"453","453","sort","756","20140903_014101_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/sort","0.00","ETH","HDD","10","10","1","65536","None","64","al-03","20140903_014101_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/sort","453","20140903020624"
"450","450","kmeans","1276","20140903_005339_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/kmeans","0.00","ETH","HDD","10","10","1","65536","None","64","al-03","20140903_005339_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-03/kmeans","450","20140903012631"
"448","448","dfsioe_write","1005","20140902_231318_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","Snappy","256","al-03","20140902_231318_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/dfsioe_write","448","20140903003620"
"447","447","dfsioe_read","2756","20140902_231318_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","Snappy","256","al-03","20140902_231318_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/dfsioe_read","447","20140903001656"
"445","445","pagerank","1506","20140902_222838_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","Snappy","256","al-03","20140902_222838_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/pagerank","445","20140902231026"
"444","444","sort","831","20140902_215737_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/sort","0.00","ETH","HDD","6","10","1","65536","Snappy","256","al-03","20140902_215737_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/sort","444","20140902222547"
"442","442","wordcount","1721","20140902_210959_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","Snappy","256","al-03","20140902_210959_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/wordcount","442","20140902215459"
"439","439","kmeans","1742","20140902_202333_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","Snappy","256","al-03","20140902_202333_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/kmeans","439","20140902210714"
"438","438","terasort","449","20140902_200159_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","Snappy","256","al-03","20140902_200159_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-03/terasort","438","20140902202103"
"435","435","dfsioe_write","803","20140902_184500_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","Snappy","128","al-03","20140902_184500_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-03/dfsioe_write","435","20140902195918"
"434","434","dfsioe_read","2487","20140902_184500_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","Snappy","128","al-03","20140902_184500_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-03/dfsioe_read","434","20140902194315"
"432","432","pagerank","1441","20140902_180101_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","Snappy","128","al-03","20140902_180101_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-03/pagerank","432","20140902184209"
"431","431","sort","758","20140902_173110_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-03/sort","0.00","ETH","HDD","6","10","1","65536","Snappy","128","al-03","20140902_173110_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-03/sort","431","20140902175759"
"429","429","wordcount","1630","20140902_164447_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","Snappy","128","al-03","20140902_164447_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-03/wordcount","429","20140902172812"
"426","426","kmeans","1812","20140902_155956_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","Snappy","128","al-03","20140902_155956_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-03/kmeans","426","20140902164153"
"424","424","dfsioe_write","785","20140902_142424_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-03","20140902_142424_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/dfsioe_write","424","20140902154154"
"423","423","dfsioe_read","2653","20140902_142424_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-03","20140902_142424_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/dfsioe_read","423","20140902152608"
"420","420","wordcount","1647","20140902_130556_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-03","20140902_130556_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/wordcount","420","20140902134929"
"418","418","terasort","683","20140902_122519_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-03","20140902_122519_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/terasort","418","20140902124901"
"415","415","dfsioe_write","886","20140902_110544_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","Snappy","32","al-03","20140902_110544_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-03/dfsioe_write","415","20140902122206"
"414","414","dfsioe_read","2524","20140902_110544_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","Snappy","32","al-03","20140902_110544_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-03/dfsioe_read","414","20140902120431"
"412","412","pagerank","1443","20140902_102153_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","Snappy","32","al-03","20140902_102153_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-03/pagerank","412","20140902110253"
"411","411","sort","840","20140902_095000_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-03/sort","0.00","ETH","HDD","6","10","1","65536","Snappy","32","al-03","20140902_095000_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-03/sort","411","20140902101836"
"409","409","wordcount","1757","20140902_090108_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","Snappy","32","al-03","20140902_090108_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-03/wordcount","409","20140902094641"
"407","407","terasort","885","20140902_081658_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","Snappy","32","al-03","20140902_081658_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-03/terasort","407","20140902084411"
"404","404","dfsioe_write","889","20140902_065847_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-03","20140902_065847_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/dfsioe_write","404","20140902081418"
"403","403","dfsioe_read","2488","20140902_065847_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-03","20140902_065847_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/dfsioe_read","403","20140902075647"
"401","401","pagerank","1411","20140902_061157_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-03","20140902_061157_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/pagerank","401","20140902065606"
"400","400","sort","770","20140902_054133_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/sort","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-03","20140902_054133_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/sort","400","20140902060858"
"398","398","wordcount","1656","20140902_045428_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-03","20140902_045428_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/wordcount","398","20140902053833"
"395","395","kmeans","1699","20140902_041045_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-03","20140902_041045_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/kmeans","395","20140902045134"
"394","394","terasort","491","20140902_035111_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-03","20140902_035111_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-03/terasort","394","20140902040804"
"388","388","pagerank","1866","20140902_024807_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","BZIP2","256","al-03","20140902_024807_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-03/pagerank","388","20140902033611"
"387","387","sort","837","20140902_021651_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-03/sort","0.00","ETH","HDD","6","10","1","65536","BZIP2","256","al-03","20140902_021651_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-03/sort","387","20140902024509"
"385","385","wordcount","1723","20140902_012858_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","BZIP2","256","al-03","20140902_012858_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-03/wordcount","385","20140902021403"
"382","382","kmeans","1436","20140902_005005_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","BZIP2","256","al-03","20140902_005005_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-03/kmeans","382","20140902012613"
"381","381","terasort","466","20140902_003050_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","BZIP2","256","al-03","20140902_003050_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z256_al-03/terasort","381","20140902004732"
"375","375","pagerank","1485","20140901_233455_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","BZIP2","128","al-03","20140901_233455_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-03/pagerank","375","20140902001609"
"374","374","sort","784","20140901_230435_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-03/sort","0.00","ETH","HDD","6","10","1","65536","BZIP2","128","al-03","20140901_230435_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-03/sort","374","20140901233158"
"372","372","wordcount","1629","20140901_221838_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","BZIP2","128","al-03","20140901_221838_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-03/wordcount","372","20140901230155"
"369","369","kmeans","1609","20140901_213503_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","BZIP2","128","al-03","20140901_213503_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-03/kmeans","369","20140901221547"
"368","368","terasort","558","20140901_211148_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","BZIP2","128","al-03","20140901_211148_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z128_al-03/terasort","368","20140901213230"
"365","365","dfsioe_write","828","20140901_195225_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_195225_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/dfsioe_write","365","20140901210853"
"364","364","dfsioe_read","2613","20140901_195225_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_195225_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/dfsioe_read","364","20140901205208"
"362","362","pagerank","1527","20140901_190651_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_190651_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/pagerank","362","20140901194938"
"361","361","sort","724","20140901_183736_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/sort","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_183736_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/sort","361","20140901190349"
"359","359","wordcount","1655","20140901_175027_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_175027_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/wordcount","359","20140901183437"
"356","356","kmeans","1692","20140901_170621_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_170621_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/kmeans","356","20140901174722"
"355","355","terasort","582","20140901_164447_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_164447_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/terasort","355","20140901170338"
"352","352","pagerank","1436","20140901_155005_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","BZIP2","32","al-03","20140901_155005_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-03/pagerank","352","20140901163025"
"351","351","sort","755","20140901_151942_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-03/sort","0.00","ETH","HDD","6","10","1","65536","BZIP2","32","al-03","20140901_151942_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-03/sort","351","20140901154653"
"349","349","wordcount","1768","20140901_143037_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","BZIP2","32","al-03","20140901_143037_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-03/wordcount","349","20140901151629"
"346","346","kmeans","1823","20140901_134241_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","BZIP2","32","al-03","20140901_134241_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-03/kmeans","346","20140901142720"
"345","345","terasort","564","20140901_131704_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","BZIP2","32","al-03","20140901_131704_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z32_al-03/terasort","345","20140901133934"
"342","342","dfsioe_write","877","20140901_115502_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_115502_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/dfsioe_write","342","20140901131415"
"341","341","dfsioe_read","2672","20140901_115502_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_115502_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/dfsioe_read","341","20140901125654"
"339","339","pagerank","1450","20140901_111125_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_111125_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/pagerank","339","20140901115224"
"338","338","sort","759","20140901_104125_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/sort","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_104125_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/sort","338","20140901110823"
"336","336","wordcount","1657","20140901_095416_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_095416_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/wordcount","336","20140901103822"
"333","333","kmeans","1704","20140901_091038_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_091038_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/kmeans","333","20140901095113"
"332","332","terasort","463","20140901_085059_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","BZIP2","64","al-03","20140901_085059_conf_ETH_HDD_b_m6_i10_r1_I65536_c2_z64_al-03/terasort","332","20140901090751"
"329","329","pagerank","1549","20140901_075634_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","ZLIB","256","al-03","20140901_075634_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-03/pagerank","329","20140901083624"
"328","328","wordcount","1726","20140901_065654_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","ZLIB","256","al-03","20140901_065654_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-03/wordcount","328","20140901074203"
"325","325","kmeans","1741","20140901_061056_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","ZLIB","256","al-03","20140901_061056_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-03/kmeans","325","20140901065404"
"324","324","terasort","424","20140901_054934_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","ZLIB","256","al-03","20140901_054934_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z256_al-03/terasort","324","20140901060835"
"321","321","dfsioe_write","843","20140901_043201_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/dfsioe_write","0.00","ETH","HDD","6","10","1","65536","ZLIB","128","al-03","20140901_043201_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/dfsioe_write","321","20140901054649"
"320","320","dfsioe_read","2445","20140901_043201_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","ZLIB","128","al-03","20140901_043201_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/dfsioe_read","320","20140901053009"
"318","318","pagerank","1482","20140901_034743_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/pagerank","0.00","ETH","HDD","6","10","1","65536","ZLIB","128","al-03","20140901_034743_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/pagerank","318","20140901042904"
"317","317","sort","801","20140901_031711_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/sort","0.00","ETH","HDD","6","10","1","65536","ZLIB","128","al-03","20140901_031711_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/sort","317","20140901034450"
"315","315","wordcount","1641","20140901_023050_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/wordcount","0.00","ETH","HDD","6","10","1","65536","ZLIB","128","al-03","20140901_023050_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/wordcount","315","20140901031424"
"312","312","kmeans","1618","20140901_014708_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/kmeans","0.00","ETH","HDD","6","10","1","65536","ZLIB","128","al-03","20140901_014708_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/kmeans","312","20140901022802"
"311","311","terasort","519","20140901_012338_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/terasort","0.00","ETH","HDD","6","10","1","65536","ZLIB","128","al-03","20140901_012338_conf_ETH_HDD_b_m6_i10_r1_I65536_c1_z128_al-03/terasort","311","20140901014427"
